"option1","option2","option3","word1","word2","word3","word4","word5","word6"
"diario, viola","lavagna, eccentrico","diario, equilatero","diario","viola","lavagna","eccentrico","diario","equilatero"
"cuscino, gessetto","cuscino, bidet","succo, cassettiera","cuscino","gessetto","cuscino","bidet","succo","cassettiera"
"braccialetto, menta","fiammifero, mais","fiammifero, spremiagrumi","braccialetto","menta","fiammifero","mais","fiammifero","spremiagrumi"
"satellite, bersaglio","braccialetto, crostino","posacenere, documento","satellite","bersaglio","braccialetto","crostino","posacenere","documento"
"diario, spremiagrumi","equilatero, mappa","penna, mais","diario","spremiagrumi","equilatero","mappa","penna","mais"
"leone, damigiana","lavagna, documento","braccialetto, documento","leone","damigiana","lavagna","documento","braccialetto","documento"
"fiammifero, gessetto","giallo, posacenere","stuzzicadenti, equilatero","fiammifero","gessetto","giallo","posacenere","stuzzicadenti","equilatero"
"cuscino, timone","stuzzicadenti, cassettiera","cipolla, eccentrico","cuscino","timone","stuzzicadenti","cassettiera","cipolla","eccentrico"
"mais, libreria","diario, cipolla","coperta, bidet","mais","libreria","diario","cipolla","coperta","bidet"
"damigiana, mappa","panchina, libreria","forchetta, succo","damigiana","mappa","panchina","libreria","forchetta","succo"
"pidocchio, sega","crostino, damigiana","ciotola, blu","pidocchio","sega","crostino","damigiana","ciotola","blu"
"﻿anello, rana","stuzzicadenti, lanterna","succo, eccentrico","﻿anello","rana","stuzzicadenti","lanterna","succo","eccentrico"
"lattuga, spinaci","bidet, mappa","succo, appuntamento","lattuga","spinaci","bidet","mappa","succo","appuntamento"
"blu, lanterna","fiammifero, satellite","braccialetto, posacenere","blu","lanterna","fiammifero","satellite","braccialetto","posacenere"
"portafoglio, spremiagrumi","cuscino, spremiagrumi","sega, satellite","portafoglio","spremiagrumi","cuscino","spremiagrumi","sega","satellite"
"ciotola, lanterna","﻿anello, equilibrio","giallo, libreria","ciotola","lanterna","﻿anello","equilibrio","giallo","libreria"
"menta, mais","spremiagrumi, menta","piatto, cassettiera","menta","mais","spremiagrumi","menta","piatto","cassettiera"
"cipolla, libreria","ciotola, coperta","lattuga, caramella","cipolla","libreria","ciotola","coperta","lattuga","caramella"
"verde, menta","candela, coperta","coperta, cucchiaio","verde","menta","candela","coperta","coperta","cucchiaio"
"giallo, coccodrillo","posacenere, agenda","fiammifero, sole","giallo","coccodrillo","posacenere","agenda","fiammifero","sole"
"damigiana, agenda","candela, giallo","rana, bidet","damigiana","agenda","candela","giallo","rana","bidet"
"giallo, mappa","lattuga, bidet","timone, cassettiera","giallo","mappa","lattuga","bidet","timone","cassettiera"
"cuscino, cipolla","pomodoro, ciliegio","candela, succo","cuscino","cipolla","pomodoro","ciliegio","candela","succo"
"mappa, autorità","cavolo, rana","penna, rana","mappa","autorità","cavolo","rana","penna","rana"
"cavolo, equilatero","ciotola, documento","braccialetto, gessetto","cavolo","equilatero","ciotola","documento","braccialetto","gessetto"
"bidet, damigiana","cipolla, mais","mais, leone","bidet","damigiana","cipolla","mais","mais","leone"
"stuzzicadenti, ciliegio","lavagna, lattuga","menta, autostrada","stuzzicadenti","ciliegio","lavagna","lattuga","menta","autostrada"
"portafoglio, agenda","cavolo, pomodoro","limone, pomodoro","portafoglio","agenda","cavolo","pomodoro","limone","pomodoro"
"cuscino, blu","timone, bersaglio","penna, soglia","cuscino","blu","timone","bersaglio","penna","soglia"
"cuscino, menta","piatto, blu","diario, fiammifero","cuscino","menta","piatto","blu","diario","fiammifero"
"verde, pidocchio","timone, mais","sole, crostino","verde","pidocchio","timone","mais","sole","crostino"
"fiammifero, timone","lavagna, sega","ciotola, cucchiaio","fiammifero","timone","lavagna","sega","ciotola","cucchiaio"
"limone, lattuga","rosa, mais","coperta, libreria","limone","lattuga","rosa","mais","coperta","libreria"
"equilatero, autorità","ciotola, limone","succo, equilibrio","equilatero","autorità","ciotola","limone","succo","equilibrio"
"cuscino, autostrada","viola, lanterna","ciotola, coccodrillo","cuscino","autostrada","viola","lanterna","ciotola","coccodrillo"
"giallo, sega","braccialetto, mappa","timone, pomodoro","giallo","sega","braccialetto","mappa","timone","pomodoro"
"lavagna, posacenere","spinaci, crostino","mais, mappa","lavagna","posacenere","spinaci","crostino","mais","mappa"
"mais, cassettiera","rosa, caramella","cavolo, cassettiera","mais","cassettiera","rosa","caramella","cavolo","cassettiera"
"rana, equilibrio","piatto, viola","gessetto, verde","rana","equilibrio","piatto","viola","gessetto","verde"
"viola, spinaci","forchetta, posacenere","portafoglio, bidet","viola","spinaci","forchetta","posacenere","portafoglio","bidet"
"ciotola, pomodoro","gessetto, bersaglio","gessetto, caramella","ciotola","pomodoro","gessetto","bersaglio","gessetto","caramella"
"sole, cipolla","portafoglio, stuzzicadenti","cavolo, posacenere","sole","cipolla","portafoglio","stuzzicadenti","cavolo","posacenere"
"cipolla, rana","spremiagrumi, rana","pidocchio, damigiana","cipolla","rana","spremiagrumi","rana","pidocchio","damigiana"
"pidocchio, bersaglio","cuscino, lanterna","ciotola, lavagna","pidocchio","bersaglio","cuscino","lanterna","ciotola","lavagna"
"candela, ciotola","portafoglio, eccentrico","spremiagrumi, cassettiera","candela","ciotola","portafoglio","eccentrico","spremiagrumi","cassettiera"
"coperta, autorità","satellite, autorità","portafoglio, limone","coperta","autorità","satellite","autorità","portafoglio","limone"
"blu, succo","spremiagrumi, crostino","cipolla, lanterna","blu","succo","spremiagrumi","crostino","cipolla","lanterna"
"mappa, soglia","cucchiaio, spremiagrumi","verde, coccodrillo","mappa","soglia","cucchiaio","spremiagrumi","verde","coccodrillo"
"forchetta, penna","rosa, posacenere","penna, equilibrio","forchetta","penna","rosa","posacenere","penna","equilibrio"
"﻿anello, sole","piatto, cipolla","giallo, crostino","﻿anello","sole","piatto","cipolla","giallo","crostino"
"lattuga, sega","﻿anello, cassettiera","stuzzicadenti, equilibrio","lattuga","sega","﻿anello","cassettiera","stuzzicadenti","equilibrio"
"mappa, bersaglio","piatto, sega","cucchiaio, posacenere","mappa","bersaglio","piatto","sega","cucchiaio","posacenere"
"stuzzicadenti, rana","forchetta, cavolo","﻿anello, bersaglio","stuzzicadenti","rana","forchetta","cavolo","﻿anello","bersaglio"
"lanterna, bidet","spremiagrumi, equilatero","sole, spinaci","lanterna","bidet","spremiagrumi","equilatero","sole","spinaci"
"cucchiaio, bidet","stuzzicadenti, bidet","verde, spremiagrumi","cucchiaio","bidet","stuzzicadenti","bidet","verde","spremiagrumi"
"timone, cavolo","spinaci, libreria","forchetta, menta","timone","cavolo","spinaci","libreria","forchetta","menta"
"blu, leone","﻿anello, candela","equilatero, documento","blu","leone","﻿anello","candela","equilatero","documento"
"braccialetto, ciotola","candela, verde","piatto, menta","braccialetto","ciotola","candela","verde","piatto","menta"
"documento, cassettiera","ciotola, viola","blu, spremiagrumi","documento","cassettiera","ciotola","viola","blu","spremiagrumi"
"succo, documento","penna, succo","pomodoro, equilatero","succo","documento","penna","succo","pomodoro","equilatero"
"braccialetto, spremiagrumi","succo, lattuga","mais, ciliegio","braccialetto","spremiagrumi","succo","lattuga","mais","ciliegio"
"penna, lattuga","cavolo, equilibrio","braccialetto, equilibrio","penna","lattuga","cavolo","equilibrio","braccialetto","equilibrio"
"diario, rana","leone, caramella","verde, rana","diario","rana","leone","caramella","verde","rana"
"lattuga, posacenere","blu, appuntamento","gessetto, damigiana","lattuga","posacenere","blu","appuntamento","gessetto","damigiana"
"braccialetto, soglia","eccentrico, bidet","pomodoro, pidocchio","braccialetto","soglia","eccentrico","bidet","pomodoro","pidocchio"
"diario, caramella","cuscino, verde","succo, pomodoro","diario","caramella","cuscino","verde","succo","pomodoro"
"﻿anello, cucchiaio","piatto, limone","viola, autorità","﻿anello","cucchiaio","piatto","limone","viola","autorità"
"menta, bidet","posacenere, mappa","menta, damigiana","menta","bidet","posacenere","mappa","menta","damigiana"
"coperta, agenda","diario, damigiana","candela, gessetto","coperta","agenda","diario","damigiana","candela","gessetto"
"succo, mais","giallo, autostrada","penna, panchina","succo","mais","giallo","autostrada","penna","panchina"
"candela, eccentrico","cuscino, mappa","penna, crostino","candela","eccentrico","cuscino","mappa","penna","crostino"
"lanterna, agenda","pomodoro, soglia","rana, mappa","lanterna","agenda","pomodoro","soglia","rana","mappa"
"cuscino, posacenere","braccialetto, limone","ciotola, lattuga","cuscino","posacenere","braccialetto","limone","ciotola","lattuga"
"sole, bidet","timone, spinaci","cuscino, portafoglio","sole","bidet","timone","spinaci","cuscino","portafoglio"
"giallo, viola","pidocchio, libreria","lavagna, autorità","giallo","viola","pidocchio","libreria","lavagna","autorità"
"portafoglio, cassettiera","candela, equilibrio","timone, coccodrillo","portafoglio","cassettiera","candela","equilibrio","timone","coccodrillo"
"﻿anello, appuntamento","cucchiaio, soglia","sole, agenda","﻿anello","appuntamento","cucchiaio","soglia","sole","agenda"
"coperta, posacenere","verde, ciliegio","ciotola, timone","coperta","posacenere","verde","ciliegio","ciotola","timone"
"lavagna, pidocchio","piatto, bersaglio","﻿anello, autorità","lavagna","pidocchio","piatto","bersaglio","﻿anello","autorità"
"penna, piatto","forchetta, spremiagrumi","pomodoro, mappa","penna","piatto","forchetta","spremiagrumi","pomodoro","mappa"
"rosa, autorità","coccodrillo, equilibrio","lavagna, timone","rosa","autorità","coccodrillo","equilibrio","lavagna","timone"
"cucchiaio, viola","equilatero, ciliegio","posacenere, equilibrio","cucchiaio","viola","equilatero","ciliegio","posacenere","equilibrio"
"﻿anello, gessetto","spremiagrumi, equilibrio","forchetta, stuzzicadenti","﻿anello","gessetto","spremiagrumi","equilibrio","forchetta","stuzzicadenti"
"forchetta, bidet","rosa, equilatero","spinaci, equilibrio","forchetta","bidet","rosa","equilatero","spinaci","equilibrio"
"menta, crostino","forchetta, verde","equilatero, crostino","menta","crostino","forchetta","verde","equilatero","crostino"
"blu, cassettiera","penna, damigiana","lavagna, damigiana","blu","cassettiera","penna","damigiana","lavagna","damigiana"
"diario, penna","giallo, eccentrico","cucchiaio, libreria","diario","penna","giallo","eccentrico","cucchiaio","libreria"
"ciotola, bersaglio","spinaci, leone","rana, autorità","ciotola","bersaglio","spinaci","leone","rana","autorità"
"﻿anello, rosa","eccentrico, pidocchio","ciotola, ciliegio","﻿anello","rosa","eccentrico","pidocchio","ciotola","ciliegio"
"equilatero, panchina","cipolla, cassettiera","diario, lanterna","equilatero","panchina","cipolla","cassettiera","diario","lanterna"
"spinaci, satellite","ciliegio, appuntamento","braccialetto, candela","spinaci","satellite","ciliegio","appuntamento","braccialetto","candela"
"diario, lavagna","viola, mappa","gessetto, pomodoro","diario","lavagna","viola","mappa","gessetto","pomodoro"
"lattuga, mais","cuscino, libreria","cuscino, fiammifero","lattuga","mais","cuscino","libreria","cuscino","fiammifero"
"stuzzicadenti, lattuga","candela, portafoglio","bidet, appuntamento","stuzzicadenti","lattuga","candela","portafoglio","bidet","appuntamento"
"sole, mais","autorità, appuntamento","viola, rana","sole","mais","autorità","appuntamento","viola","rana"
"giallo, equilatero","lavagna, coccodrillo","crostino, autostrada","giallo","equilatero","lavagna","coccodrillo","crostino","autostrada"
"stuzzicadenti, crostino","spremiagrumi, bersaglio","menta, agenda","stuzzicadenti","crostino","spremiagrumi","bersaglio","menta","agenda"
"timone, rosa","timone, ciliegio","giallo, cavolo","timone","rosa","timone","ciliegio","giallo","cavolo"
"verde, autorità","forchetta, spinaci","forchetta, autorità","verde","autorità","forchetta","spinaci","forchetta","autorità"
"verde, sole","verde, pomodoro","ciotola, penna","verde","sole","verde","pomodoro","ciotola","penna"
"viola, sega","sega, ciliegio","stuzzicadenti, libreria","viola","sega","sega","ciliegio","stuzzicadenti","libreria"
"limone, leone","lavagna, giallo","timone, limone","limone","leone","lavagna","giallo","timone","limone"
"cucchiaio, documento","posacenere, equilatero","cucchiaio, spinaci","cucchiaio","documento","posacenere","equilatero","cucchiaio","spinaci"
"lattuga, damigiana","coperta, spremiagrumi","bersaglio, autostrada","lattuga","damigiana","coperta","spremiagrumi","bersaglio","autostrada"
"spinaci, posacenere","viola, soglia","lavagna, rana","spinaci","posacenere","viola","soglia","lavagna","rana"
"crostino, soglia","stuzzicadenti, eccentrico","mais, sega","crostino","soglia","stuzzicadenti","eccentrico","mais","sega"
"cucchiaio, crostino","cuscino, limone","coperta, cuscino","cucchiaio","crostino","cuscino","limone","coperta","cuscino"
"sole, appuntamento","penna, viola","braccialetto, cassettiera","sole","appuntamento","penna","viola","braccialetto","cassettiera"
"gessetto, limone","blu, autostrada","viola, agenda","gessetto","limone","blu","autostrada","viola","agenda"
"ciotola, gessetto","succo, rana","braccialetto, coperta","ciotola","gessetto","succo","rana","braccialetto","coperta"
"pidocchio, soglia","limone, mais","limone, soglia","pidocchio","soglia","limone","mais","limone","soglia"
"sega, documento","﻿anello, lanterna","menta, cavolo","sega","documento","﻿anello","lanterna","menta","cavolo"
"braccialetto, lanterna","lavagna, cassettiera","lavagna, ciliegio","braccialetto","lanterna","lavagna","cassettiera","lavagna","ciliegio"
"﻿anello, forchetta","lattuga, bersaglio","﻿anello, timone","﻿anello","forchetta","lattuga","bersaglio","﻿anello","timone"
"damigiana, sega","fiammifero, pomodoro","portafoglio, autostrada","damigiana","sega","fiammifero","pomodoro","portafoglio","autostrada"
"diario, portafoglio","ciliegio, documento","piatto, cavolo","diario","portafoglio","ciliegio","documento","piatto","cavolo"
"rosa, succo","cucchiaio, autorità","satellite, agenda","rosa","succo","cucchiaio","autorità","satellite","agenda"
"spremiagrumi, satellite","diario, cassettiera","cucchiaio, eccentrico","spremiagrumi","satellite","diario","cassettiera","cucchiaio","eccentrico"
"posacenere, cassettiera","pomodoro, sega","rana, crostino","posacenere","cassettiera","pomodoro","sega","rana","crostino"
"cuscino, equilatero","sole, pidocchio","blu, soglia","cuscino","equilatero","sole","pidocchio","blu","soglia"
"forchetta, bersaglio","damigiana, soglia","verde, mappa","forchetta","bersaglio","damigiana","soglia","verde","mappa"
